   0.0000000000   0.0000000000   0.0000000000          16           0
  1         1      -26.91804925           0.000000000    
  1         2      -18.53766686           0.000000000    
  1         3      -22.77660031           0.000000000    
  1         4      -22.77660031           0.000000000    
  1         5      -1.322941618           0.000000000    
  1         6     -0.3766276872           0.000000000    
  1         7     -0.1782285763           0.000000000    
  1         8     -0.6149800807           0.000000000    
  1         9     -0.4824834886           0.000000000    
  1        10     -0.9236036218           0.000000000    
  1        11     -0.8220822391           0.000000000    
  1        12      -2.112539938           0.000000000    
  1        13      -7.433737583           0.000000000    
  1        14      -7.433737583           0.000000000    
  1        15      -2.107396703           0.000000000    
  1        16      -3.438602806           0.000000000    
   0.0000000000   0.0833333330   0.0000000000          16           0
  1         1      -26.90508691           0.000000000    
  1         2      -18.51039451           0.000000000    
  1         3      -22.70392448           0.000000000    
  1         4      -22.71765719           0.000000000    
  1         5      -1.318694087           0.000000000    
  1         6     -0.4012471430           0.000000000    
  1         7     -0.1798884485           0.000000000    
  1         8     -0.6534482103           0.000000000    
  1         9     -0.4824698555           0.000000000    
  1        10      -1.034307894           0.000000000    
  1        11     -0.8308128265           0.000000000    
  1        12      -2.658645057           0.000000000    
  1        13      -7.107462574           0.000000000    
  1        14      -7.432653997           0.000000000    
  1        15      -2.173197301           0.000000000    
  1        16      -2.925137709           0.000000000    
   0.0000000000   0.1666666670   0.0000000000          16           0
  1         1      -26.87305236           0.000000000    
  1         2      -18.43786731           0.000000000    
  1         3      -22.65167200           0.000000000    
  1         4      -22.63659180           0.000000000    
  1         5      -1.317762731           0.000000000    
  1         6     -0.5264599707           0.000000000    
  1         7     -0.1782278878           0.000000000    
  1         8     -0.8575087227           0.000000000    
  1         9     -0.4930997289           0.000000000    
  1        10      -1.745296861           0.000000000    
  1        11      -1.157480127           0.000000000    
  1        12      -3.743287641           0.000000000    
  1        13      -6.487682038           0.000000000    
  1        14      -1.890235937           0.000000000    
  1        15      -1.082111022           0.000000000    
  1        16      -7.348330891           0.000000000    
   0.0000000000   0.2500000000   0.0000000000          16           0
  1         1      -26.84606127           0.000000000    
  1         2      -22.70798718           0.000000000    
  1         3      -18.35778780           0.000000000    
  1         4      -22.62375529           0.000000000    
  1         5      -1.410255458           0.000000000    
  1         6      -1.607600838           0.000000000    
  1         7     -0.1770002965           0.000000000    
  1         8      -2.195746537           0.000000000    
  1         9     -0.6243959729           0.000000000    
  1        10      -2.917641279           0.000000000    
  1        11      -4.667679138           0.000000000    
  1        12     -0.9426965705           0.000000000    
  1        13      -2.525748943           0.000000000    
  1        14     -0.4546229330           0.000000000    
  1        15      -1.636616781           0.000000000    
  1        16      -7.122132398           0.000000000    
   0.0000000000   0.3333333330   0.0000000000          16           0
  1         1      -26.87617782           0.000000000    
  1         2      -22.76479462           0.000000000    
  1         3      -22.66090612           0.000000000    
  1         4      -18.37524332           0.000000000    
  1         5      -6.625524411           0.000000000    
  1         6      -1.911767360           0.000000000    
  1         7     -0.2430571786           0.000000000    
  1         8     -0.2853285792           0.000000000    
  1         9      -2.679407223           0.000000000    
  1        10     -0.3944447978           0.000000000    
  1        11      -3.530371968           0.000000000    
  1        12     -0.4137865795           0.000000000    
  1        13     -0.9074732236           0.000000000    
  1        14     -0.5488541122           0.000000000    
  1        15      -1.871707231           0.000000000    
  1        16      -2.883055259           0.000000000    
   0.0000000000   0.4166666670   0.0000000000          16           0
  1         1      -27.03347335           0.000000000    
  1         2      -22.68445203           0.000000000    
  1         3      -22.70304388           0.000000000    
  1         4      -18.71945545           0.000000000    
  1         5      -6.421089122           0.000000000    
  1         6      -4.705051755           0.000000000    
  1         7      -2.191906649           0.000000000    
  1         8     -0.2430706928           0.000000000    
  1         9     -0.9890478379           0.000000000    
  1        10     -0.3868565168           0.000000000    
  1        11     -0.6336142261           0.000000000    
  1        12     -0.5763097396           0.000000000    
  1        13      -1.208435132           0.000000000    
  1        14      -1.247499720           0.000000000    
  1        15     -0.8264059928           0.000000000    
  1        16     -0.1320921097           0.000000000    
   0.0000000000   0.5000000000   0.0000000000          16           0
  1         1      -27.18917814           0.000000000    
  1         2      -22.55805366           0.000000000    
  1         3      -22.72030366           0.000000000    
  1         4      -19.18375712           0.000000000    
  1         5      -5.927467606           0.000000000    
  1         6      -6.478177079           0.000000000    
  1         7      -1.637989573           0.000000000    
  1         8      -1.068199743           0.000000000    
  1         9     -0.8590553729           0.000000000    
  1        10     -0.1402411304           0.000000000    
  1        11     -0.1103401909           0.000000000    
  1        12     -0.2241406622           0.000000000    
  1        13     -0.4901247131           0.000000000    
  1        14     -0.1851849697           0.000000000    
  1        15     -0.5036742198           0.000000000    
  1        16     -0.3507435249           0.000000000    
   0.0000000000   0.5833333330   0.0000000000          16           0
  1         1      -27.03347335           0.000000000    
  1         2      -22.68445203           0.000000000    
  1         3      -22.70304388           0.000000000    
  1         4      -18.71945545           0.000000000    
  1         5      -6.421089121           0.000000000    
  1         6      -4.705051755           0.000000000    
  1         7      -2.191906649           0.000000000    
  1         8     -0.2430706947           0.000000000    
  1         9     -0.9890478376           0.000000000    
  1        10     -0.3868565165           0.000000000    
  1        11     -0.6336142260           0.000000000    
  1        12     -0.5763097395           0.000000000    
