  0.00000000E+00 -0.13184412E+02
  0.72436082E-02 -0.13184286E+02
  0.14487216E-01 -0.13183910E+02
  0.21730825E-01 -0.13183284E+02
  0.28974433E-01 -0.13182407E+02
  0.36218041E-01 -0.13181280E+02
  0.43461649E-01 -0.13179902E+02
  0.50705257E-01 -0.13178275E+02
  0.57948866E-01 -0.13176398E+02
  0.65192474E-01 -0.13174272E+02
  0.72436082E-01 -0.13171897E+02
  0.79679690E-01 -0.13169273E+02
  0.86923298E-01 -0.13166401E+02
  0.94166907E-01 -0.13163281E+02
  0.10141051E+00 -0.13159914E+02
  0.10865412E+00 -0.13156300E+02
  0.11589773E+00 -0.13152440E+02
  0.12314134E+00 -0.13148334E+02
  0.13038495E+00 -0.13143984E+02
  0.13762856E+00 -0.13139389E+02
  0.14487216E+00 -0.13134550E+02
  0.15211577E+00 -0.13129468E+02
  0.15935938E+00 -0.13124144E+02
  0.16660299E+00 -0.13118577E+02
  0.17384660E+00 -0.13112770E+02
  0.18109021E+00 -0.13106722E+02
  0.18833381E+00 -0.13100433E+02
  0.19557742E+00 -0.13093906E+02
  0.20282103E+00 -0.13087139E+02
  0.21006464E+00 -0.13080133E+02
  0.21730825E+00 -0.13072889E+02
  0.22455185E+00 -0.13065408E+02
  0.23179546E+00 -0.13057688E+02
  0.23903907E+00 -0.13049732E+02
  0.24628268E+00 -0.13041538E+02
  0.25352629E+00 -0.13033106E+02
  0.26076990E+00 -0.13024438E+02
  0.26801350E+00 -0.13015532E+02
  0.27525711E+00 -0.13006389E+02
  0.28250072E+00 -0.12997008E+02
  0.28974433E+00 -0.12987389E+02
  0.29698794E+00 -0.12977532E+02
  0.30423154E+00 -0.12967437E+02
  0.31147515E+00 -0.12957102E+02
  0.31871876E+00 -0.12946529E+02
  0.32596237E+00 -0.12935715E+02
  0.33320598E+00 -0.12924662E+02
  0.34044959E+00 -0.12913368E+02
  0.34769319E+00 -0.12901833E+02
  0.35493680E+00 -0.12890057E+02
  0.36218041E+00 -0.12878039E+02
  0.36942402E+00 -0.12865779E+02
  0.37666763E+00 -0.12853277E+02
  0.38391124E+00 -0.12840533E+02
  0.39115484E+00 -0.12827547E+02
  0.39839845E+00 -0.12814319E+02
  0.40564206E+00 -0.12800850E+02
  0.41288567E+00 -0.12787140E+02
  0.42012928E+00 -0.12773189E+02
  0.42737288E+00 -0.12758998E+02
  0.43461649E+00 -0.12744568E+02
  0.44186010E+00 -0.12729901E+02
  0.44910371E+00 -0.12714997E+02
  0.45634732E+00 -0.12699858E+02
  0.46359093E+00 -0.12684486E+02
  0.47083453E+00 -0.12668882E+02
  0.47807814E+00 -0.12653049E+02
  0.48532175E+00 -0.12636988E+02
  0.49256536E+00 -0.12620702E+02
  0.49980897E+00 -0.12604194E+02
  0.50705257E+00 -0.12587465E+02
  0.51429618E+00 -0.12570519E+02
  0.52153979E+00 -0.12553358E+02
  0.52878340E+00 -0.12535986E+02
  0.53602701E+00 -0.12518404E+02
  0.54327062E+00 -0.12500617E+02
  0.55051422E+00 -0.12482627E+02
  0.55775783E+00 -0.12464436E+02
  0.56500144E+00 -0.12446049E+02
  0.57224505E+00 -0.12427467E+02
  0.57948866E+00 -0.12408693E+02
  0.58673226E+00 -0.12389731E+02
  0.59397587E+00 -0.12370583E+02
  0.60121948E+00 -0.12351250E+02
  0.60846309E+00 -0.12331737E+02
  0.61570670E+00 -0.12312044E+02
  0.62295031E+00 -0.12292173E+02
  0.63019391E+00 -0.12272128E+02
  0.63743752E+00 -0.12251908E+02
  0.64468113E+00 -0.12231517E+02
  0.65192474E+00 -0.12210954E+02
  0.65916835E+00 -0.12190222E+02
  0.66641196E+00 -0.12169321E+02
  0.67365556E+00 -0.12148252E+02
  0.68089917E+00 -0.12127016E+02
  0.68814278E+00 -0.12105613E+02
  0.69538639E+00 -0.12084045E+02
  0.70263000E+00 -0.12062310E+02
  0.70987360E+00 -0.12040410E+02
  0.71711721E+00 -0.12018346E+02
  0.72436082E+00 -0.11996116E+02
  0.73160443E+00 -0.11973722E+02
  0.73884804E+00 -0.11951163E+02
  0.74609165E+00 -0.11928441E+02
  0.75333525E+00 -0.11905555E+02
  0.76057886E+00 -0.11882507E+02
  0.76782247E+00 -0.11859297E+02
  0.77506608E+00 -0.11835926E+02
  0.78230969E+00 -0.11812396E+02
  0.78955329E+00 -0.11788707E+02
  0.79679690E+00 -0.11764862E+02
  0.80404051E+00 -0.11740863E+02
  0.81128412E+00 -0.11716711E+02
  0.81852773E+00 -0.11692410E+02
  0.82577134E+00 -0.11667962E+02
  0.83301494E+00 -0.11643371E+02
  0.84025855E+00 -0.11618641E+02
  0.84750216E+00 -0.11593775E+02
  0.85474577E+00 -0.11568777E+02
  0.86198938E+00 -0.11543653E+02
  0.86923298E+00 -0.11518408E+02
  0.87647659E+00 -0.11493047E+02
  0.88372020E+00 -0.11467575E+02
  0.89096381E+00 -0.11442000E+02
  0.89820742E+00 -0.11416326E+02
  0.90545103E+00 -0.11390562E+02
  0.91269463E+00 -0.11364713E+02
  0.91993824E+00 -0.11338787E+02
  0.92718185E+00 -0.11312791E+02
  0.93442546E+00 -0.11286733E+02
  0.94166907E+00 -0.11260621E+02
  0.94891268E+00 -0.11234462E+02
  0.95615628E+00 -0.11208265E+02
  0.96339989E+00 -0.11182037E+02
  0.97064350E+00 -0.11155788E+02
  0.97788711E+00 -0.11129525E+02
  0.98513072E+00 -0.11103256E+02
  0.99237432E+00 -0.11076990E+02
  0.99961793E+00 -0.11050736E+02
  0.10068615E+01 -0.11024503E+02
  0.10141051E+01 -0.10998298E+02
  0.10213488E+01 -0.10972130E+02
  0.10285924E+01 -0.10946009E+02
  0.10358360E+01 -0.10919942E+02
  0.10430796E+01 -0.10893939E+02
  0.10503232E+01 -0.10868009E+02
  0.10575668E+01 -0.10842160E+02
  0.10648104E+01 -0.10816401E+02
  0.10720540E+01 -0.10790742E+02
  0.10792976E+01 -0.10765192E+02
  0.10865412E+01 -0.10739760E+02
  0.10937848E+01 -0.10714456E+02
  0.11010284E+01 -0.10689290E+02
  0.11082721E+01 -0.10664271E+02
  0.11155157E+01 -0.10639411E+02
  0.11227593E+01 -0.10614720E+02
  0.11300029E+01 -0.10590209E+02
  0.11372465E+01 -0.10565889E+02
  0.11444901E+01 -0.10541772E+02
  0.11517337E+01 -0.10517869E+02
  0.11589773E+01 -0.10494194E+02
  0.11662209E+01 -0.10470759E+02
  0.11734645E+01 -0.10447578E+02
  0.11807081E+01 -0.10424664E+02
  0.11879517E+01 -0.10402031E+02
  0.11951954E+01 -0.10379695E+02
  0.12024390E+01 -0.10357670E+02
  0.12096826E+01 -0.10335973E+02
  0.12169262E+01 -0.10314618E+02
  0.12241698E+01 -0.10293624E+02
  0.12314134E+01 -0.10273008E+02
  0.12386570E+01 -0.10252785E+02
  0.12459006E+01 -0.10232976E+02
  0.12531442E+01 -0.10213597E+02
  0.12603878E+01 -0.10194669E+02
  0.12676314E+01 -0.10176209E+02
  0.12748750E+01 -0.10158237E+02
  0.12821187E+01 -0.10140773E+02
  0.12893623E+01 -0.10123837E+02
  0.12966059E+01 -0.10107449E+02
  0.13038495E+01 -0.10091629E+02
  0.13110931E+01 -0.10076398E+02
  0.13183367E+01 -0.10061775E+02
  0.13255803E+01 -0.10047782E+02
  0.13328239E+01 -0.10034439E+02
  0.13400675E+01 -0.10021767E+02
  0.13473111E+01 -0.10009785E+02
  0.13545547E+01 -0.99985145E+01
  0.13617983E+01 -0.99879752E+01
  0.13690420E+01 -0.99781869E+01
  0.13762856E+01 -0.99691689E+01
  0.13835292E+01 -0.99609402E+01
  0.13907728E+01 -0.99535191E+01
  0.13980164E+01 -0.99469232E+01
  0.14052600E+01 -0.99411688E+01
  0.14125036E+01 -0.99362712E+01
  0.14197472E+01 -0.99322439E+01
  0.14269908E+01 -0.99290987E+01
  0.14342344E+01 -0.99268450E+01
  0.14414780E+01 -0.99254899E+01
  0.14487512E+01 -0.99250377E+01
  0.14560243E+01 -0.99249530E+01
  0.14632975E+01 -0.99246987E+01
  0.14705706E+01 -0.99242751E+01
  0.14778437E+01 -0.99236820E+01
  0.14851169E+01 -0.99229195E+01
  0.14923900E+01 -0.99219879E+01
  0.14996632E+01 -0.99208872E+01
  0.15069363E+01 -0.99196176E+01
  0.15142095E+01 -0.99181794E+01
  0.15214826E+01 -0.99165730E+01
  0.15287558E+01 -0.99147989E+01
  0.15360289E+01 -0.99128577E+01
  0.15433020E+01 -0.99107499E+01
  0.15505752E+01 -0.99084764E+01
  0.15578483E+01 -0.99060382E+01
  0.15651215E+01 -0.99034361E+01
  0.15723946E+01 -0.99006714E+01
  0.15796678E+01 -0.98977452E+01
  0.15869409E+01 -0.98946589E+01
  0.15942140E+01 -0.98914137E+01
  0.16014872E+01 -0.98880112E+01
  0.16087603E+01 -0.98844527E+01
  0.16160335E+01 -0.98807397E+01
  0.16233066E+01 -0.98768737E+01
  0.16305798E+01 -0.98728562E+01
  0.16378529E+01 -0.98686885E+01
  0.16451260E+01 -0.98643721E+01
  0.16523992E+01 -0.98599083E+01
  0.16596723E+01 -0.98552985E+01
  0.16669455E+01 -0.98505438E+01
  0.16742186E+01 -0.98456457E+01
  0.16814918E+01 -0.98406052E+01
  0.16887649E+01 -0.98354237E+01
  0.16960380E+01 -0.98301024E+01
  0.17033112E+01 -0.98246426E+01
  0.17105843E+01 -0.98190456E+01
  0.17178575E+01 -0.98133129E+01
  0.17251306E+01 -0.98074460E+01
  0.17324038E+01 -0.98014466E+01
  0.17396769E+01 -0.97953163E+01
  0.17469500E+01 -0.97890573E+01
  0.17542232E+01 -0.97826715E+01
  0.17614963E+01 -0.97761612E+01
  0.17687695E+01 -0.97695289E+01
  0.17760426E+01 -0.97627773E+01
  0.17833158E+01 -0.97559091E+01
  0.17905889E+01 -0.97489275E+01
  0.17978620E+01 -0.97418355E+01
  0.18051352E+01 -0.97346367E+01
  0.18124083E+01 -0.97273344E+01
  0.18196815E+01 -0.97199323E+01
  0.18269546E+01 -0.97124343E+01
  0.18342278E+01 -0.97048444E+01
  0.18415009E+01 -0.96971664E+01
  0.18487741E+01 -0.96894046E+01
  0.18560472E+01 -0.96815631E+01
  0.18633203E+01 -0.96736464E+01
  0.18705935E+01 -0.96656587E+01
  0.18778666E+01 -0.96576045E+01
  0.18851398E+01 -0.96494884E+01
  0.18924129E+01 -0.96413149E+01
  0.18996861E+01 -0.96330886E+01
  0.19069592E+01 -0.96248144E+01
  0.19142323E+01 -0.96164970E+01
