   0.0000000000   0.0000000000   0.0000000000          16           0
  1         1      -26.83494506           0.000000000    
  1         2      -27.12461008           0.000000000    
  1         3      -18.20705215           0.000000000    
  1         4      -19.50952030           0.000000000    
  1         5      -22.80649732           0.000000000    
  1         6      -22.80649732           0.000000000    
  1         7      -22.83128737           0.000000000    
  1         8      -22.83128737           0.000000000    
  1         9      -4.534494569           0.000000000    
  1        10      -7.111879506           0.000000000    
  1        11      -7.414028108           0.000000000    
  1        12      -7.414028108           0.000000000    
  1        13      -7.483889600           0.000000000    
  1        14      -7.483889600           0.000000000    
  1        15      -7.400471277           0.000000000    
  1        16      -6.275531838           0.000000000    
   0.0000000000   0.0000000000   0.1666666670          16           0
  1         1      -26.85717893           0.000000000    
  1         2      -27.10728605           0.000000000    
  1         3      -18.25741478           0.000000000    
  1         4      -19.33568160           0.000000000    
  1         5      -22.81246968           0.000000000    
  1         6      -22.81246968           0.000000000    
  1         7      -22.83405587           0.000000000    
  1         8      -22.83405587           0.000000000    
  1         9      -4.742677292           0.000000000    
  1        10      -6.858280839           0.000000000    
  1        11      -7.419446868           0.000000000    
  1        12      -7.419446868           0.000000000    
  1        13      -7.479979778           0.000000000    
  1        14      -7.479979778           0.000000000    
  1        15      -7.355131247           0.000000000    
  1        16      -6.362149320           0.000000000    
   0.0000000000   0.0000000000   0.3333333330          16           0
  1         1      -26.90416197           0.000000000    
  1         2      -27.04786367           0.000000000    
  1         3      -18.39459209           0.000000000    
  1         4      -18.96686386           0.000000000    
  1         5      -22.81717669           0.000000000    
  1         6      -22.81717669           0.000000000    
  1         7      -22.82966602           0.000000000    
  1         8      -22.82966602           0.000000000    
  1         9      -5.209617309           0.000000000    
  1        10      -6.319522067           0.000000000    
  1        11      -7.431768628           0.000000000    
  1        12      -7.431768628           0.000000000    
  1        13      -7.466691406           0.000000000    
  1        14      -7.466691406           0.000000000    
  1        15      -7.172124333           0.000000000    
  1        16      -6.590543621           0.000000000    
   0.0000000000   0.0000000000   0.5000000000          16           0
  1         1      -26.96731587           0.000000000    
  1         2      -26.96731587           0.000000000    
  1         3      -18.62517614           0.000000000    
  1         4      -18.62517614           0.000000000    
  1         5      -22.81914218           0.000000000    
  1         6      -22.81914218           0.000000000    
  1         7      -22.81914218           0.000000000    
  1         8      -22.81914218           0.000000000    
  1         9      -5.748039131           0.000000000    
  1        10      -5.748039131           0.000000000    
  1        11      -7.448035314           0.000000000    
  1        12      -7.448035314           0.000000000    
  1        13      -7.448035314           0.000000000    
  1        14      -7.448035314           0.000000000    
  1        15      -6.888274979           0.000000000    
  1        16      -6.888274979           0.000000000    
   0.0000000000   0.0833333330   0.0000000000          16           0
  1         1      -26.80707096           0.000000000    
  1         2      -27.09383118           0.000000000    
  1         3      -18.15485613           0.000000000    
  1         4      -19.46792127           0.000000000    
  1         5      -22.73127022           0.000000000    
  1         6      -22.73029015           0.000000000    
  1         7      -22.73200898           0.000000000    
  1         8      -22.76181017           0.000000000    
  1         9      -4.543543121           0.000000000    
  1        10      -7.261286423           0.000000000    
  1        11      -7.340211098           0.000000000    
  1        12      -7.427972975           0.000000000    
  1        13      -7.413652461           0.000000000    
  1        14      -7.479518942           0.000000000    
  1        15      -6.279793872           0.000000000    
  1        16      -7.411265380           0.000000000    
   0.0000000000   0.0833333330   0.1666666670          16           0
  1         1      -26.82494203           0.000000000    
  1         2      -27.07261756           0.000000000    
  1         3      -18.20213415           0.000000000    
  1         4      -19.29011364           0.000000000    
  1         5      -22.73395037           0.000000000    
  1         6      -22.73636869           0.000000000    
  1         7      -22.73483599           0.000000000    
  1         8      -22.76068010           0.000000000    
  1         9      -4.750527282           0.000000000    
  1        10      -7.013569631           0.000000000    
  1        11      -7.347405004           0.000000000    
  1        12      -7.423255862           0.000000000    
  1        13      -7.418199182           0.000000000    
  1        14      -7.475203130           0.000000000    
  1        15      -6.315253770           0.000000000    
  1        16      -7.238011888           0.000000000    
   0.0000000000   0.0833333330   0.3333333330          16           0
  1         1      -26.87160323           0.000000000    
  1         2      -27.01391580           0.000000000    
  1         3      -18.34174839           0.000000000    
  1         4      -18.92026642           0.000000000    
  1         5      -22.73863529           0.000000000    
  1         6      -22.74286413           0.000000000    
  1         7      -22.74038918           0.000000000    
  1         8      -22.75532202           0.000000000    
  1         9      -5.228187659           0.000000000    
  1        10      -6.436479972           0.000000000    
  1        11      -7.360670750           0.000000000    
  1        12      -7.405334348           0.000000000    
  1        13      -7.429757811           0.000000000    
  1        14      -7.462620117           0.000000000    
  1        15      -6.423844074           0.000000000    
  1        16      -6.901163200           0.000000000    
   0.0000000000   0.0833333330   0.5000000000          16           0
  1         1      -26.93838342           0.000000000    
  1         2      -26.93838342           0.000000000    
  1         3      -18.57942772           0.000000000    
  1         4      -18.57942772           0.000000000    
  1         5      -22.74213525           0.000000000    
  1         6      -22.74213525           0.000000000    
  1         7      -22.74711833           0.000000000    
  1         8      -22.74711833           0.000000000    
  1         9      -5.804757761           0.000000000    
  1        10      -5.804757761           0.000000000    
  1        11      -7.380893675           0.000000000    
  1        12      -7.380893675           0.000000000    
  1        13      -7.445560350           0.000000000    
  1        14      -7.445560350           0.000000000    
  1        15      -6.615077913           0.000000000    
  1        16      -6.615077913           0.000000000    
   0.0000000000   0.1666666670   0.0000000000          16           0
  1         1      -26.77990000           0.000000000    
  1         2      -27.05728319           0.000000000    
  1         3      -18.05225732           0.000000000    
  1         4      -19.39782484           0.000000000    
  1         5      -22.67563755           0.000000000    
  1         6      -22.68211144           0.000000000    
  1         7      -22.64744111           0.000000000    
  1         8      -22.68523787           0.000000000    
  1         9      -4.491294621           0.000000000    
  1        10      -7.615069102           0.000000000    
  1        11      -7.209665120           0.000000000    
  1        12      -6.296307209           0.000000000    
  1        13      -7.279302708           0.000000000    
  1        14      -7.331905981           0.000000000    
  1        15      -7.390268874           0.000000000    
  1        16      -7.293580222           0.000000000    
   0.0000000000   0.1666666670   0.1666666670          16           0
  1         1      -26.79736730           0.000000000    
  1         2      -27.03700440           0.000000000    
  1         3      -18.10367019           0.000000000    
  1         4      -19.32562810           0.000000000    
  1         5      -22.67516228           0.000000000    
  1         6      -22.58847936           0.000000000    
  1         7      -22.65073803           0.000000000    
  1         8      -22.68350795           0.000000000    
  1         9      -4.725821197           0.000000000    
  1        10      -7.434744685           0.000000000    
  1        11      -7.184317599           0.000000000    
  1        12      -6.422730387           0.000000000    
  1        13      -7.130159369           0.000000000    
  1        14      -6.324023237           0.000000000    
  1        15      -7.335813358           0.000000000    
  1        16      -7.386341567           0.000000000    
